Geneid,BT549,CaOV3,EEC16,EFO27,ES2,FT246,FT33,GTFR230,HEY,IOSE11,IOSE4,JHOC5,MCAS,MCF10A,MCF7,OAW42,RMGII,UWB1_289,VOA1056,Kuramochi
ENSG00000227258.5,14,6,2,12,2,1,0,24,8,4,5,6,2,11,3,2,2,18,6,26
ENSG00000139656.6,7,2,0,7,8,1,0,26,4,0,0,2,14,3,1,7,8,45,1,31
ENSG00000235285.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276854.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276319.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230731.2,0,0,0,0,0,0,0,6,5,1,0,0,20,0,0,0,11,31,0,7
ENSG00000277831.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000151778.10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,2
ENSG00000237361.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000102804.14,4,1,2,14,2,2,1,8,5,3,4,1,9,4,2,1,10,6,6,6
ENSG00000280357.1,5,1,0,1,1,0,0,7,0,1,1,0,0,1,1,0,1,0,0,4
ENSG00000225727.2,27,14,5,35,21,0,0,11,26,8,8,5,8,14,7,7,32,30,15,42
ENSG00000278156.1,150,77,93,343,75,3,1,141,193,89,51,31,171,101,152,113,166,278,96,95
ENSG00000230793.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
ENSG00000237585.1,18,0,6,2,0,0,0,0,1,2,2,0,0,5,0,3,0,0,0,1
ENSG00000276527.1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000235097.1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
ENSG00000083635.7,1,0,0,2,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0
ENSG00000223732.2,827,492,633,726,1158,18,24,1497,1698,686,723,459,1039,606,783,634,718,1429,636,1662
ENSG00000133114.17,1,0,0,1,1,0,1,2,2,0,1,0,5,0,0,1,5,0,2,4
ENSG00000265802.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223341.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000188342.11,1,0,58,4,248,0,1,7,36,14,2,1,274,93,1,3,6,4,83,10
ENSG00000271818.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277358.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000180332.6,0,3,0,1,2,0,0,0,1,0,0,0,4,1,0,0,1,0,2,0
ENSG00000270381.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000133112.16,14,9,36,16,14,2,1,53,138,177,32,10,191,22,32,14,942,67,41,75
ENSG00000253051.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199477.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273149.1,22712,13403,44662,15446,34290,176,204,52535,99309,67066,34943,17281,112760,34071,54781,30711,147036,67516,80952,54292
ENSG00000170919.15,326,63,377,207,128,1,3,62,250,292,194,223,116,56,90,252,238,211,80,193
ENSG00000228886.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000214455.4,64,10,71,30,18,6,3,9,178,95,66,15,71,66,26,32,152,100,86,118
ENSG00000174032.16,3,0,9,3,1,0,1,1,10,11,3,1,8,5,2,0,20,5,5,3
ENSG00000251015.1,13,7,34,32,29,3,4,39,12,27,32,57,17,20,39,87,144,35,13,41
ENSG00000229303.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000136152.14,2,0,1,5,2,0,0,2,1,2,2,1,4,1,3,2,6,2,1,6
ENSG00000165837.11,340,188,464,277,462,10,11,596,935,486,470,264,637,311,564,290,1515,679,401,896
ENSG00000200709.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232786.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228869.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235366.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
ENSG00000237876.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000174015.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000274357.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000215475.4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5,0,0,1,0,2
ENSG00000123200.16,56,16,61,92,74,3,0,100,141,65,78,23,89,39,71,46,140,133,40,150
ENSG00000235903.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,16,1,0,0
ENSG00000080618.13,3,6,6,17,17,0,0,22,9,3,2,4,0,7,15,2,1,40,1,11
ENSG00000278937.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000136167.13,0,0,2,0,1,0,0,1,0,0,0,1,0,1,3,0,1,2,0,1
ENSG00000240767.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000173988.12,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,3,0,0
ENSG00000252854.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251106.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261097.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ENSG00000102445.18,1,1,0,2,0,0,0,1,0,1,0,0,1,1,62,0,2,31,4,16
ENSG00000223336.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000252385.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241353.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231817.7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
ENSG00000227019.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000277228.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
ENSG00000205105.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230243.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000136141.14,1,0,0,1,2,2,0,9,2,3,0,1,1,0,2,0,1,2,0,4
ENSG00000278462.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000139684.13,0,1,0,0,5,0,0,0,4,1,1,1,2,0,1,0,11,1,0,2
ENSG00000102468.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
ENSG00000224517.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234590.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244521.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234145.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000229423.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228573.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000234689.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260388.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000136143.14,0,0,1,0,0,0,1,2,20,2,0,0,0,1,0,1,6,1,0,2
ENSG00000227848.1,14,22,1,20,58,0,0,50,6,1,9,6,12,7,43,40,10,27,8,38
ENSG00000136159.3,32,38,9,31,60,0,1,79,38,19,17,10,24,31,34,40,72,59,20,58
ENSG00000276968.1,0,2,0,1,0,0,0,0,1,1,1,0,1,0,0,2,1,0,0,2
ENSG00000136146.14,5,0,3,12,25,1,2,36,30,2,27,13,6,2,4,6,23,11,59,34
ENSG00000229111.1,497,212,259,439,529,3,0,864,535,361,403,326,483,314,472,344,569,632,335,808
ENSG00000224510.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000136156.12,11,6,12,8,1,1,0,3,12,9,10,0,3,12,5,25,249,11,12,20
ENSG00000231473.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000139687.13,662,56,60,4,39,2,1,15,18,124,65,6,170,315,82,7,22,8,143,681
ENSG00000238086.5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0
ENSG00000177197.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277684.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000139679.15,1,0,19,18,19,1,2,12,16,19,17,53,11,12,36,9,24,17,13,23
ENSG00000277233.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000136161.12,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,4,0,0,4
ENSG00000274929.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233456.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233610.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000152207.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000225131.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000275202.1,23,72,87,87,38,2,3,101,79,79,46,14,69,34,38,35,243,112,40,79
ENSG00000102531.16,19,56,14,56,41,1,0,39,26,20,15,24,30,14,104,21,72,32,14,38
ENSG00000201662.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223724.1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,1
ENSG00000199788.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235957.1,0,2,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
ENSG00000231665.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ENSG00000102539.5,0,0,1,0,0,0,0,0,3,0,1,0,0,0,1,0,0,4,0,0
ENSG00000274351.1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,1
ENSG00000102543.14,0,0,3,2,0,1,2,0,2,1,0,0,3,1,0,2,4,1,1,2
ENSG00000102547.18,2,1,1,3,3,0,1,2,1,0,1,3,1,1,2,0,7,1,1,2
ENSG00000136169.16,0,1,1,0,0,0,0,0,0,1,0,1,3,0,0,0,1,0,0,0
ENSG00000236577.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000136147.17,2,0,0,3,1,5,0,5,2,5,4,4,1,2,0,0,2,1,1,2
ENSG00000136144.11,0,0,1,2,0,1,1,0,2,0,0,0,0,0,0,1,2,0,1,1
ENSG00000176882.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
ENSG00000152213.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ENSG00000123179.13,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2,1,3,0,0,0
ENSG00000102753.9,2,1,4,3,2,1,0,6,6,4,6,1,2,4,2,2,5,5,0,1
ENSG00000276436.1,4,1,3,2,0,0,0,6,0,1,2,1,2,0,0,1,0,0,0,2
ENSG00000222148.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000181358.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200064.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000123178.14,0,0,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,0,1,2
ENSG00000231607.10,903,434,661,862,1268,33,25,2066,1448,974,845,657,1163,1014,662,647,1535,1445,745,1040
ENSG00000204977.9,35,11,5,22,21,12,8,47,83,8,29,21,23,30,75,10,62,74,29,144
ENSG00000264864.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198553.8,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1
ENSG00000277913.1,23,17,2,62,84,0,1,22,23,5,11,27,11,12,12,4,3,32,5,77
ENSG00000277066.1,2,3,0,14,6,0,0,4,1,0,0,0,1,3,0,0,0,2,1,9
ENSG00000208006.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283785.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274878.1,3,3,1,3,6,0,0,9,2,0,2,3,0,0,1,2,0,2,0,3
ENSG00000273612.1,9,7,2,30,24,1,1,18,4,1,8,6,3,3,12,7,1,21,1,26
ENSG00000277752.1,12,16,0,45,37,0,2,22,12,0,14,14,8,7,10,13,4,17,2,45
ENSG00000275559.1,36,24,3,98,79,0,1,63,29,4,33,29,8,6,24,8,2,47,1,70
ENSG00000176124.11,7,46,2,19,6,2,4,33,40,5,3,11,28,36,208,10,60,15,14,83
ENSG00000276089.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000214359.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273541.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274270.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232150.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223676.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000229323.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1
ENSG00000186047.9,7,0,2,36,7,0,0,174,188,4,13,13,248,89,315,9,31,5,15,500
ENSG00000237152.3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,3,0,1
ENSG00000200711.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233672.6,32,67,17,73,89,5,15,157,111,49,34,60,149,68,79,53,101,184,34,164
ENSG00000136104.19,1,1,0,1,5,0,3,6,0,0,0,2,3,2,4,0,6,3,0,6
ENSG00000123201.14,0,1,0,2,2,0,0,4,4,0,1,1,1,0,4,1,3,3,1,7
ENSG00000222920.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226792.7,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,6,5,7,1,2
ENSG00000214878.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274652.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000271242.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000150510.16,7,1,0,3,0,0,0,49,1,0,0,3,1,1,0,2,2,3,1,23
ENSG00000253309.6,151,46,180,104,287,2,5,479,387,314,186,111,229,131,182,124,201,198,158,340
ENSG00000266072.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000102786.14,10,6,30,28,11,1,4,59,95,17,24,7,13,12,8,6,31,31,23,54
ENSG00000236778.7,72,104,126,160,115,3,1,300,300,197,123,53,216,111,204,74,103,217,135,230
ENSG00000224892.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243900.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229906.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000266611.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000252141.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000139668.8,1,1,7,11,60,2,2,19,26,12,4,4,12,7,25,9,31,12,18,13
ENSG00000206920.1,5,0,2,0,6,0,0,10,2,2,4,6,0,1,2,0,0,2,3,4
ENSG00000242893.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224451.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000102796.10,6,1,12,4,3,0,0,13,4,5,9,3,5,2,3,1,1,6,8,10
ENSG00000231856.2,5,15,28,11,5,1,1,13,19,17,7,7,13,20,21,17,17,13,36,22
ENSG00000281106.2,0,0,1,3,0,0,0,3,0,0,0,0,1,2,10,0,0,2,5,1
ENSG00000123171.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
ENSG00000232872.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279677.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
ENSG00000123191.14,4,1,2,2,3,0,0,5,0,2,1,8,1,2,0,0,2,3,1,0
ENSG00000236044.1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
ENSG00000253710.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000253797.2,1,0,0,1,0,0,0,1,0,5,0,1,4,0,2,1,10,2,2,3
ENSG00000197168.11,10,12,16,32,27,1,1,27,31,19,12,9,19,18,20,134,59,40,23,76
ENSG00000273523.1,2,1,5,3,1,0,0,9,4,4,3,4,0,5,1,15,0,5,3,4
ENSG00000136098.16,2,1,0,8,1,1,2,1,1,2,0,0,0,1,2,20,3,30,0,1
ENSG00000243406.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000217576.7,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2,0,2,1,0,0
ENSG00000272281.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000271564.1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
ENSG00000136114.15,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1
ENSG00000199605.1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000136100.12,2,1,1,1,0,0,0,2,5,1,0,2,3,2,0,0,10,2,1,0
ENSG00000278238.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0
ENSG00000136108.14,5,2,1,8,5,2,0,20,22,3,5,4,2,6,4,5,17,14,4,14
ENSG00000235660.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000244471.5,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0
ENSG00000280296.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198384.8,0,0,0,4,6,0,0,10,9,0,1,0,1,2,19,0,1,4,2,0
ENSG00000273784.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250299.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000139675.11,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273723.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1
ENSG00000165416.14,2,0,2,2,0,2,0,1,3,1,2,1,0,0,1,0,8,0,1,4
ENSG00000136110.12,0,0,1,0,0,0,0,0,1,0,1,3,0,2,0,0,5,0,2,3
ENSG00000211579.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000150276.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000136099.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000102837.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237092.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279325.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225510.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241613.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273919.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000274316.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261517.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234787.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000271652.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283126.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000136149.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0
ENSG00000277047.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000278630.1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1
ENSG00000275071.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000264387.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274090.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228611.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228319.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000201665.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000204919.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229665.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000204918.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227151.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234278.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000271140.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230009.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234421.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225352.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000118946.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
ENSG00000278722.1,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,1,0,19
ENSG00000202422.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277448.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000232954.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000276208.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000222733.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000214335.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223717.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000214281.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232647.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000271190.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239003.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000139734.17,1,0,1,2,1,2,3,2,2,1,5,1,2,1,2,0,23,0,0,17
ENSG00000227528.5,170,62,95,146,193,4,11,355,217,86,227,120,61,49,30,57,213,200,90,276
ENSG00000265745.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223815.1,0,1,0,0,1,3,0,0,1,1,0,2,0,0,0,0,2,1,0,2
ENSG00000202151.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227336.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000238213.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277549.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000083544.13,0,0,0,0,1,1,1,0,2,2,1,0,0,1,2,1,3,0,1,1
ENSG00000223076.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236608.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225249.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279657.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206854.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227510.3,0,0,0,0,12,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
ENSG00000266663.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280165.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197991.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279797.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234033.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270856.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229578.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000230142.2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0
ENSG00000227611.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229307.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000232105.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
